ID,Item_Name,Brand,Model,Category,Year_of_Purchase,Condition,Quantity,Weight_kg,Recycle_Method,Location,Recycling_Facility,Collection_Date,End_Use,Recycled_Price_USD,Toxic_Components,E-Waste_Collector,Carbon_Footprint,Exported_To
5453,Refrigerator,Dell,Dell Model 273,Appliance,2022,Broken,1,80.35,Manual,Dhaka,Facility C,2024/3/6,E-Waste Disposal,49.64,Cadmium,E-Waste Inc.,17.66,Brazil
6990,Microwave,Dell,Dell Model 337,Appliance,2011,Working,4,11.7,Both,Mumbai,Facility C,2024/2/18,E-Waste Disposal,41.23,Cadmium,EcoWaste Solutions,4.18,USA
8935,Microwave,LG,LG Model 907,Appliance,2020,Working,1,12.01,Manual,London,Facility D,2024/8/22,Parts for Electronics,152.34,Lead,Green Electronics,2.25,Germany
1460,TV,LG,LG Model 219,Electronics,2015,Working,5,15.09,Manual,Mumbai,Facility C,2024/2/11,Parts for Electronics,199.99,None,E-Waste Inc.,18.91,China
9700,Air Conditioner,Panasonic,Panasonic Model 552,Appliance,2020,Broken,1,29.65,Automated,London,Facility C,2024/1/29,Raw Materials,120.68,Lead,EcoWaste Solutions,6.65,China
1581,Headphone,HP,HP Model 856,Electronics,2010,Broken,4,0.94,Manual,Berlin,Facility A,2024/5/17,Parts for Electronics,67.79,Mercury,EcoWaste Solutions,11.92,USA
6570,Microwave,HP,HP Model 376,Appliance,2013,Partially Working,3,12.39,Both,Dhaka,Facility D,2024/4/20,E-Waste Disposal,155.16,Lead,EcoWaste Solutions,6.44,India
4133,Smartphone,Apple,Apple Model 828,Mobile,2017,Working,4,0.23,Automated,Dhaka,Facility C,2024/9/22,E-Waste Disposal,126.33,Mercury,E-Waste Inc.,3.82,Brazil
3692,Air Conditioner,Samsung,Samsung Model 391,Appliance,2013,Partially Working,3,30.17,Both,Dhaka,Facility C,2024/4/5,Parts for Electronics,54.19,Cadmium,Green Electronics,15.7,India
7972,Air Conditioner,Dell,Dell Model 761,Appliance,2017,Partially Working,4,29.87,Both,Berlin,Facility D,2023/12/22,Raw Materials,109.29,Cadmium,E-Waste Inc.,4.8,China
4003,Refrigerator,Dell,Dell Model 336,Appliance,2023,Working,2,80.32,Both,Mumbai,Facility B,2024/6/22,Raw Materials,122.29,Mercury,Green Electronics,6.59,Germany
2308,Laptop,Dell,Dell Model 769,Computers,2015,Partially Working,2,1.97,Manual,London,Facility A,2024/3/22,Parts for Electronics,119.7,Lead,EcoWaste Solutions,2.74,China
7457,Laptop,Panasonic,Panasonic Model 316,Computers,2022,Partially Working,5,2.4,Manual,New York,Facility B,2024/9/25,E-Waste Disposal,175.34,Cadmium,EcoWaste Solutions,16.21,USA
1777,Smartphone,LG,LG Model 685,Mobile,2010,Broken,2,0.1,Both,Berlin,Facility C,2023/12/25,E-Waste Disposal,97.47,Lead,Green Electronics,6.96,USA
7112,TV,Dell,Dell Model 359,Electronics,2020,Broken,5,14.57,Both,New York,Facility B,2024/10/16,E-Waste Disposal,8.44,Mercury,E-Waste Inc.,2.5,India
1637,Smartphone,Panasonic,Panasonic Model 367,Mobile,2019,Working,2,0.28,Manual,Mumbai,Facility B,2024/3/5,E-Waste Disposal,82.46,None,EcoWaste Solutions,19.4,Germany
4623,Smartphone,HP,HP Model 765,Mobile,2015,Partially Working,2,0.15,Automated,Dhaka,Facility B,2024/6/4,E-Waste Disposal,40.99,None,E-Waste Inc.,8.34,India
190,Microwave,Apple,Apple Model 454,Appliance,2021,Broken,1,11.58,Both,Dhaka,Facility C,2024/1/25,Raw Materials,90.78,Cadmium,EcoWaste Solutions,11.21,Brazil
6800,Laptop,HP,HP Model 325,Computers,2013,Partially Working,1,1.54,Automated,Shanghai,Facility B,2024/4/17,Parts for Electronics,26.85,None,Green Electronics,7.7,Germany
7535,Microwave,Samsung,Samsung Model 375,Appliance,2022,Working,1,12.27,Both,Mumbai,Facility D,2024/8/3,Raw Materials,48.28,Cadmium,Green Electronics,12.02,China
7962,Air Conditioner,HP,HP Model 788,Appliance,2011,Broken,3,29.86,Both,Dhaka,Facility B,2024/1/2,Parts for Electronics,180.48,None,E-Waste Inc.,1.42,Germany
8042,TV,Samsung,Samsung Model 448,Electronics,2010,Working,3,14.66,Manual,Shanghai,Facility B,2024/9/14,E-Waste Disposal,169.15,Lead,E-Waste Inc.,17.77,Germany
4613,Headphone,Panasonic,Panasonic Model 506,Electronics,2021,Broken,5,0.52,Manual,Shanghai,Facility D,2024/3/30,Parts for Electronics,110.15,Cadmium,E-Waste Inc.,5.99,China
6413,TV,Apple,Apple Model 924,Electronics,2013,Broken,2,14.89,Manual,Mumbai,Facility D,2024/4/25,E-Waste Disposal,82.63,Cadmium,E-Waste Inc.,12.55,Germany
3976,Smartphone,LG,LG Model 917,Mobile,2021,Partially Working,4,0.6,Both,Dhaka,Facility B,2024/5/31,Raw Materials,84.81,Cadmium,E-Waste Inc.,8.03,India
9599,Smartphone,Samsung,Samsung Model 275,Mobile,2020,Partially Working,5,0.1,Manual,Dhaka,Facility C,2023/11/22,Raw Materials,69.46,Mercury,Green Electronics,15.27,China
1993,Smartphone,Apple,Apple Model 251,Mobile,2015,Partially Working,3,0.1,Both,Dhaka,Facility B,2024/9/3,Parts for Electronics,177.94,Lead,E-Waste Inc.,3.11,Brazil
5561,Refrigerator,LG,LG Model 238,Appliance,2019,Working,1,79.87,Manual,New York,Facility C,2024/1/22,Raw Materials,151.23,Cadmium,Green Electronics,12.34,India
9237,Refrigerator,Xiaomi,Xiaomi Model 651,Appliance,2019,Working,3,79.68,Automated,New York,Facility C,2024/10/6,E-Waste Disposal,128.71,Mercury,E-Waste Inc.,14.04,China
9973,Washing Machine,Samsung,Samsung Model 942,Appliance,2019,Partially Working,4,69.93,Automated,New York,Facility D,2024/11/8,E-Waste Disposal,151.37,Cadmium,EcoWaste Solutions,14.61,Brazil
4553,Headphone,Apple,Apple Model 153,Electronics,2023,Working,2,0.39,Automated,Shanghai,Facility D,2024/8/1,E-Waste Disposal,180.91,Lead,EcoWaste Solutions,2.91,India
2447,Air Conditioner,HP,HP Model 558,Appliance,2020,Working,5,30.1,Automated,New York,Facility C,2024/9/27,Parts for Electronics,149.48,None,EcoWaste Solutions,17.34,India
4855,Microwave,HP,HP Model 885,Appliance,2018,Working,4,12.19,Automated,Shanghai,Facility B,2024/10/17,E-Waste Disposal,56.92,Mercury,E-Waste Inc.,5.56,Germany
7958,Laptop,Sony,Sony Model 596,Computers,2015,Broken,3,2.24,Automated,London,Facility B,2024/3/5,Raw Materials,80.04,Lead,EcoWaste Solutions,3.39,China
3587,Air Conditioner,Apple,Apple Model 408,Appliance,2010,Broken,1,30.15,Both,London,Facility B,2024/5/27,Raw Materials,142.71,None,E-Waste Inc.,9.4,Brazil
4773,Microwave,Dell,Dell Model 802,Appliance,2018,Broken,3,11.95,Automated,Dhaka,Facility A,2024/6/21,E-Waste Disposal,189.08,Cadmium,E-Waste Inc.,18.4,Brazil
4146,Microwave,Panasonic,Panasonic Model 170,Appliance,2022,Partially Working,3,11.6,Both,Shanghai,Facility C,2024/7/21,E-Waste Disposal,164.61,Lead,E-Waste Inc.,16.35,Brazil
2234,Microwave,Sony,Sony Model 459,Appliance,2022,Broken,5,12,Both,London,Facility C,2023/12/17,Raw Materials,121.86,Mercury,Green Electronics,11.68,China
4732,Smartphone,Samsung,Samsung Model 494,Mobile,2014,Broken,5,0.1,Both,Mumbai,Facility C,2024/1/22,Parts for Electronics,127.23,Mercury,EcoWaste Solutions,1.49,USA
9176,TV,Xiaomi,Xiaomi Model 571,Electronics,2021,Partially Working,5,15.15,Manual,Berlin,Facility A,2024/6/7,Parts for Electronics,126.36,Lead,EcoWaste Solutions,16.87,India
2058,Microwave,Dell,Dell Model 264,Appliance,2014,Working,5,11.75,Automated,Mumbai,Facility D,2024/11/11,Parts for Electronics,28.04,Cadmium,E-Waste Inc.,18.67,USA
1290,Refrigerator,LG,LG Model 823,Appliance,2012,Broken,3,80.38,Both,New York,Facility B,2024/1/30,E-Waste Disposal,52.4,Cadmium,Green Electronics,2.47,India
7359,Refrigerator,Panasonic,Panasonic Model 809,Appliance,2013,Broken,4,80.46,Manual,Dhaka,Facility B,2024/11/18,E-Waste Disposal,96.91,None,E-Waste Inc.,8.54,India
3109,Refrigerator,Panasonic,Panasonic Model 461,Appliance,2021,Broken,1,80.35,Manual,New York,Facility D,2024/2/7,E-Waste Disposal,67.58,Lead,E-Waste Inc.,4.48,Brazil
7435,Headphone,LG,LG Model 588,Electronics,2019,Working,5,0.86,Both,Mumbai,Facility A,2023/12/13,Parts for Electronics,83.06,Lead,E-Waste Inc.,1.53,USA
4938,TV,Panasonic,Panasonic Model 793,Electronics,2016,Broken,1,15.12,Automated,Berlin,Facility A,2023/12/29,Raw Materials,194.62,Lead,Green Electronics,15.64,Brazil
5674,Headphone,Sony,Sony Model 294,Electronics,2022,Working,5,0.79,Both,Mumbai,Facility C,2024/9/30,Parts for Electronics,18.83,Lead,EcoWaste Solutions,12.75,Brazil
661,Laptop,Apple,Apple Model 721,Computers,2010,Broken,3,1.66,Both,Mumbai,Facility D,2024/10/3,Parts for Electronics,128.97,Mercury,E-Waste Inc.,19.71,Brazil
992,Washing Machine,Apple,Apple Model 957,Appliance,2022,Partially Working,3,70.31,Manual,Mumbai,Facility D,2024/7/15,Parts for Electronics,141.96,None,Green Electronics,12.79,USA
6895,Refrigerator,Xiaomi,Xiaomi Model 799,Appliance,2017,Partially Working,1,80.01,Manual,New York,Facility D,2024/7/1,Raw Materials,104.92,Cadmium,E-Waste Inc.,4.33,Germany
6696,Headphone,Xiaomi,Xiaomi Model 973,Electronics,2014,Broken,2,0.98,Automated,Dhaka,Facility C,2024/10/11,Parts for Electronics,44.14,Cadmium,E-Waste Inc.,8.85,USA
2698,Smartphone,Apple,Apple Model 846,Mobile,2014,Partially Working,2,0.1,Automated,Dhaka,Facility B,2024/9/28,E-Waste Disposal,87.67,None,E-Waste Inc.,10.95,India
229,Refrigerator,Sony,Sony Model 859,Appliance,2020,Working,4,80.22,Manual,London,Facility D,2024/6/26,Raw Materials,5.51,Lead,Green Electronics,16.18,China
9055,Microwave,LG,LG Model 343,Appliance,2023,Working,3,12.05,Both,Shanghai,Facility A,2024/3/31,Parts for Electronics,144.66,None,EcoWaste Solutions,17.57,China
6352,Microwave,Dell,Dell Model 360,Appliance,2015,Broken,4,12.3,Manual,Shanghai,Facility D,2024/4/29,E-Waste Disposal,106.66,Mercury,E-Waste Inc.,12.57,USA
393,Air Conditioner,HP,HP Model 914,Appliance,2019,Broken,4,30.05,Manual,Berlin,Facility D,2024/7/21,E-Waste Disposal,34.52,None,Green Electronics,19.3,USA
7773,Refrigerator,Samsung,Samsung Model 940,Appliance,2016,Broken,4,79.64,Manual,London,Facility C,2024/7/22,Parts for Electronics,168.93,Mercury,EcoWaste Solutions,7.96,Brazil
301,Air Conditioner,Sony,Sony Model 420,Appliance,2011,Working,5,30.01,Both,Mumbai,Facility A,2023/12/29,Raw Materials,23.37,Lead,Green Electronics,2.78,India
9871,Laptop,LG,LG Model 175,Computers,2019,Partially Working,4,2.42,Manual,Dhaka,Facility D,2023/12/8,E-Waste Disposal,35.11,Cadmium,EcoWaste Solutions,8.34,China
1525,Washing Machine,HP,HP Model 496,Appliance,2023,Partially Working,1,70.25,Both,Shanghai,Facility A,2024/10/9,E-Waste Disposal,139.85,Mercury,EcoWaste Solutions,12.28,Brazil
6586,Refrigerator,HP,HP Model 173,Appliance,2020,Partially Working,2,79.98,Manual,Berlin,Facility D,2024/4/8,Raw Materials,167.29,Lead,EcoWaste Solutions,6.12,Brazil
4866,TV,Apple,Apple Model 382,Electronics,2011,Working,1,15.32,Both,Shanghai,Facility A,2024/10/10,E-Waste Disposal,152.03,Cadmium,EcoWaste Solutions,14.7,Brazil
5209,Air Conditioner,Samsung,Samsung Model 737,Appliance,2022,Partially Working,4,29.53,Manual,Dhaka,Facility D,2024/10/7,Parts for Electronics,193.01,Mercury,Green Electronics,7.12,India
3148,Air Conditioner,Apple,Apple Model 976,Appliance,2011,Working,5,30.14,Automated,Dhaka,Facility D,2024/3/6,Raw Materials,119.28,Cadmium,Green Electronics,3.77,Brazil
8691,Laptop,LG,LG Model 563,Computers,2021,Partially Working,1,2.08,Manual,Mumbai,Facility D,2024/9/5,Parts for Electronics,72.87,None,Green Electronics,5.89,Germany
2405,Washing Machine,Xiaomi,Xiaomi Model 631,Appliance,2017,Broken,3,70.23,Manual,London,Facility D,2024/7/27,Parts for Electronics,80.42,Mercury,E-Waste Inc.,16.48,Brazil
4619,Washing Machine,Dell,Dell Model 211,Appliance,2012,Partially Working,3,70.46,Both,London,Facility C,2023/12/14,E-Waste Disposal,147.07,Lead,E-Waste Inc.,1.64,Germany
2136,Air Conditioner,LG,LG Model 580,Appliance,2014,Working,4,30.02,Manual,Mumbai,Facility D,2024/8/28,E-Waste Disposal,156.5,None,E-Waste Inc.,2.5,Germany
7884,Air Conditioner,Xiaomi,Xiaomi Model 611,Appliance,2017,Working,5,29.56,Automated,Berlin,Facility C,2024/6/24,Raw Materials,143.08,Lead,EcoWaste Solutions,7.35,China
6120,Refrigerator,Panasonic,Panasonic Model 585,Appliance,2013,Working,2,80.08,Manual,Shanghai,Facility A,2024/10/6,E-Waste Disposal,97.72,Lead,EcoWaste Solutions,13,USA
6986,Microwave,HP,HP Model 548,Appliance,2021,Working,4,12.35,Manual,London,Facility A,2024/4/12,Raw Materials,179.74,None,E-Waste Inc.,17.5,India
5166,Smartphone,LG,LG Model 788,Mobile,2023,Working,5,0.19,Both,London,Facility A,2024/9/23,Raw Materials,37.69,Lead,E-Waste Inc.,6.39,India
5474,Refrigerator,Panasonic,Panasonic Model 113,Appliance,2013,Working,5,80.18,Manual,Shanghai,Facility D,2024/8/1,E-Waste Disposal,34.28,None,Green Electronics,14.89,Germany
2101,Smartphone,Dell,Dell Model 935,Mobile,2015,Working,3,0.49,Manual,Dhaka,Facility A,2024/8/30,Parts for Electronics,83.51,Lead,E-Waste Inc.,9.72,China
2221,Headphone,Samsung,Samsung Model 653,Electronics,2017,Broken,4,0.1,Automated,Berlin,Facility C,2024/5/11,Parts for Electronics,115.97,None,Green Electronics,17.27,India
7159,Headphone,LG,LG Model 172,Electronics,2015,Partially Working,1,0.95,Both,Berlin,Facility D,2024/7/23,E-Waste Disposal,72.05,None,E-Waste Inc.,13.27,India
1705,Smartphone,Sony,Sony Model 246,Mobile,2019,Broken,4,0.1,Both,Shanghai,Facility B,2024/11/5,E-Waste Disposal,71.04,None,E-Waste Inc.,16.21,India
6421,Smartphone,HP,HP Model 878,Mobile,2023,Broken,1,0.41,Both,Dhaka,Facility B,2024/7/11,E-Waste Disposal,38.63,None,Green Electronics,10.43,China
7210,Smartphone,Samsung,Samsung Model 460,Mobile,2014,Working,2,0.44,Manual,London,Facility B,2024/10/6,E-Waste Disposal,161.28,Lead,E-Waste Inc.,2.47,India
3362,Smartphone,LG,LG Model 479,Mobile,2018,Broken,1,0.5,Automated,Shanghai,Facility B,2024/6/26,Raw Materials,49.85,None,Green Electronics,19.02,USA
9511,Laptop,Apple,Apple Model 306,Computers,2013,Working,5,2.32,Manual,Mumbai,Facility B,2024/6/14,Raw Materials,79.66,Cadmium,Green Electronics,8.61,India
7568,Laptop,Samsung,Samsung Model 821,Computers,2018,Partially Working,3,1.55,Manual,Dhaka,Facility A,2024/2/11,Raw Materials,35.11,None,Green Electronics,6.04,India
6206,Laptop,Sony,Sony Model 347,Computers,2011,Broken,2,2.05,Manual,Mumbai,Facility C,2024/5/9,Raw Materials,140.24,Mercury,Green Electronics,4.95,India
2482,Laptop,Samsung,Samsung Model 394,Computers,2011,Working,3,2.26,Manual,Berlin,Facility A,2023/12/17,Raw Materials,146.58,None,Green Electronics,11.24,Germany
1314,Air Conditioner,Samsung,Samsung Model 616,Appliance,2022,Working,5,29.64,Both,New York,Facility C,2023/12/22,Parts for Electronics,125.25,Mercury,EcoWaste Solutions,2.47,Germany
6072,Refrigerator,Xiaomi,Xiaomi Model 640,Appliance,2011,Working,2,79.84,Manual,Dhaka,Facility C,2023/12/15,Parts for Electronics,178.28,Mercury,EcoWaste Solutions,4.75,India
8985,Laptop,Panasonic,Panasonic Model 549,Computers,2017,Working,5,2.29,Automated,London,Facility D,2024/11/18,E-Waste Disposal,185.79,None,EcoWaste Solutions,17.85,China
7177,Smartphone,Samsung,Samsung Model 286,Mobile,2018,Partially Working,5,0.25,Automated,Berlin,Facility D,2024/9/9,E-Waste Disposal,30.96,Lead,E-Waste Inc.,15.69,Germany
2844,Microwave,Panasonic,Panasonic Model 179,Appliance,2016,Partially Working,3,11.52,Both,Mumbai,Facility D,2023/12/25,Raw Materials,98.25,None,Green Electronics,9.28,China
6210,TV,Panasonic,Panasonic Model 962,Electronics,2017,Broken,1,15.15,Manual,New York,Facility C,2023/12/25,Raw Materials,26.71,Mercury,EcoWaste Solutions,7.95,China
9936,Headphone,HP,HP Model 520,Electronics,2012,Working,3,0.42,Manual,London,Facility C,2023/12/8,E-Waste Disposal,72.14,Lead,Green Electronics,9.22,India
6978,TV,HP,HP Model 769,Electronics,2020,Broken,4,15.2,Automated,London,Facility B,2024/2/2,Raw Materials,44.41,None,Green Electronics,1.23,India
2062,TV,Apple,Apple Model 896,Electronics,2014,Working,4,15.18,Manual,Berlin,Facility A,2024/8/3,E-Waste Disposal,160.03,Cadmium,EcoWaste Solutions,9.78,USA
9139,TV,Xiaomi,Xiaomi Model 449,Electronics,2016,Partially Working,5,15.19,Both,Dhaka,Facility A,2023/11/28,Raw Materials,28.29,Cadmium,Green Electronics,6.75,China
3874,Laptop,Sony,Sony Model 434,Computers,2010,Broken,1,1.84,Both,Mumbai,Facility C,2024/9/1,Parts for Electronics,34.1,Lead,Green Electronics,14.81,Germany
1705,Smartphone,Sony,Sony Model 890,Mobile,2020,Partially Working,2,0.25,Both,London,Facility B,2024/8/8,Raw Materials,128.12,Cadmium,E-Waste Inc.,14.8,India
3061,Washing Machine,Dell,Dell Model 111,Appliance,2014,Broken,2,69.99,Automated,New York,Facility A,2024/8/9,Parts for Electronics,48.89,Lead,Green Electronics,7.28,India
2812,Air Conditioner,Panasonic,Panasonic Model 720,Appliance,2015,Broken,5,30.32,Manual,Dhaka,Facility A,2024/2/17,Parts for Electronics,89.02,Lead,E-Waste Inc.,17.16,Brazil
9800,Smartphone,Xiaomi,Xiaomi Model 677,Mobile,2012,Working,1,0.68,Both,Mumbai,Facility D,2023/12/25,E-Waste Disposal,143.48,Lead,Green Electronics,5.99,Germany
4290,Headphone,Samsung,Samsung Model 478,Electronics,2015,Working,4,0.46,Both,Dhaka,Facility D,2024/4/17,E-Waste Disposal,53.47,Lead,EcoWaste Solutions,11.33,Germany
4905,Laptop,LG,LG Model 992,Computers,2017,Working,1,1.96,Automated,Dhaka,Facility B,2024/11/3,Raw Materials,187.55,Cadmium,EcoWaste Solutions,10.18,India
3345,TV,Apple,Apple Model 368,Electronics,2017,Partially Working,4,14.96,Manual,London,Facility B,2024/7/27,Parts for Electronics,181.27,None,EcoWaste Solutions,12.91,Germany
4574,Air Conditioner,Apple,Apple Model 360,Appliance,2011,Broken,1,29.67,Manual,Berlin,Facility C,2024/3/28,Raw Materials,10.9,None,EcoWaste Solutions,3.68,Germany
8804,Laptop,HP,HP Model 775,Computers,2014,Partially Working,2,1.56,Both,New York,Facility B,2024/1/11,E-Waste Disposal,197.52,Cadmium,Green Electronics,2.44,China
1083,TV,Apple,Apple Model 673,Electronics,2021,Working,1,15.49,Both,London,Facility A,2024/3/16,E-Waste Disposal,97.32,Cadmium,E-Waste Inc.,16.52,Brazil
6303,Refrigerator,HP,HP Model 543,Appliance,2011,Partially Working,1,79.54,Both,Berlin,Facility D,2024/5/13,Raw Materials,91.85,Mercury,E-Waste Inc.,4.45,Brazil
5745,Refrigerator,HP,HP Model 541,Appliance,2018,Working,4,80.44,Both,London,Facility D,2023/12/7,E-Waste Disposal,151.77,Cadmium,E-Waste Inc.,16.3,Germany
4983,Headphone,Sony,Sony Model 851,Electronics,2016,Partially Working,1,0.23,Both,Mumbai,Facility A,2024/2/11,Raw Materials,163.94,Lead,Green Electronics,1.47,USA
6569,Laptop,Panasonic,Panasonic Model 794,Computers,2022,Partially Working,5,1.51,Automated,Mumbai,Facility D,2024/5/2,Raw Materials,99.89,Mercury,E-Waste Inc.,15.36,Germany
3245,TV,Samsung,Samsung Model 824,Electronics,2021,Working,1,14.54,Both,Mumbai,Facility A,2024/2/12,Raw Materials,118.7,Lead,E-Waste Inc.,1.2,USA
5650,Headphone,Dell,Dell Model 431,Electronics,2018,Working,5,0.29,Manual,Shanghai,Facility D,2024/10/7,Raw Materials,163.36,Mercury,E-Waste Inc.,11.97,India
3128,Air Conditioner,Samsung,Samsung Model 823,Appliance,2023,Broken,5,29.96,Automated,Shanghai,Facility C,2024/3/17,Parts for Electronics,34.57,Mercury,Green Electronics,5.9,China
1843,Refrigerator,Samsung,Samsung Model 866,Appliance,2023,Broken,1,79.67,Both,Shanghai,Facility A,2024/8/20,Parts for Electronics,170.78,Lead,Green Electronics,12.67,China
2987,Laptop,Xiaomi,Xiaomi Model 605,Computers,2012,Broken,4,1.84,Both,London,Facility D,2024/3/9,Parts for Electronics,35.85,Mercury,EcoWaste Solutions,10.96,China
9499,Washing Machine,Panasonic,Panasonic Model 693,Appliance,2021,Broken,1,70.02,Manual,New York,Facility C,2024/4/22,E-Waste Disposal,59.86,Cadmium,EcoWaste Solutions,17.34,India
2263,Washing Machine,Panasonic,Panasonic Model 376,Appliance,2021,Broken,5,69.64,Both,Berlin,Facility A,2024/3/5,E-Waste Disposal,29.78,Lead,Green Electronics,14.67,Germany
9542,Washing Machine,Samsung,Samsung Model 402,Appliance,2011,Broken,3,70.21,Both,London,Facility B,2024/3/11,Raw Materials,44.5,Cadmium,E-Waste Inc.,15.05,Brazil
9170,Refrigerator,Sony,Sony Model 870,Appliance,2010,Working,3,79.75,Automated,London,Facility C,2023/11/21,E-Waste Disposal,77.36,Cadmium,E-Waste Inc.,16.09,USA
8821,Refrigerator,Panasonic,Panasonic Model 696,Appliance,2013,Partially Working,3,80.36,Automated,New York,Facility A,2023/12/26,Parts for Electronics,161.68,None,E-Waste Inc.,18.86,USA
4232,Microwave,LG,LG Model 570,Appliance,2012,Broken,5,11.92,Automated,London,Facility A,2024/5/15,Parts for Electronics,39.43,Lead,EcoWaste Solutions,1.81,India
9235,Microwave,Panasonic,Panasonic Model 675,Appliance,2020,Partially Working,5,12.1,Both,Shanghai,Facility C,2024/4/15,Raw Materials,68.54,Lead,EcoWaste Solutions,14.36,Germany
8235,Laptop,LG,LG Model 607,Computers,2023,Broken,1,1.76,Automated,Berlin,Facility B,2024/1/31,Parts for Electronics,67.79,Cadmium,Green Electronics,16.75,USA
2086,TV,Xiaomi,Xiaomi Model 362,Electronics,2013,Partially Working,4,15.23,Both,London,Facility C,2024/10/19,Parts for Electronics,108.19,Lead,EcoWaste Solutions,10.21,Germany
